,Query,Label,query_len,num_words_query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords
16325,4897,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16326,equivalentemente,0,16,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
16327,bazet aguil,0,11,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0
16328,"masia can sang, 33",0,18,4,0,0,1,0,0,3,0,0,0,0,0,12,2,0,0
16329,saya,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16330,8.79e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16331,avinguda de la reina maria cristina 174 2?b,0,43,8,0,0,1,0,0,7,0,0,0,0,0,31,4,0,0
16332,corb9ch4da,0,10,1,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0
16333,45110,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16334,valdelagua del cerro,0,20,3,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0
16335,"buidaoli, 49, 12-g",0,18,3,0,0,3,0,0,2,0,0,1,0,0,9,4,0,0
16336,3339,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16337,16824275m,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16338,gonzalvo gorriti,0,16,2,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0
16339,barco montull,0,13,2,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0
16340,23611,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16341,8.34e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16342,"calle jose canovas pujante, 106 8g",0,34,6,0,0,1,0,0,5,0,0,0,0,0,24,4,0,0
16343,"granados 151,",0,13,2,0,0,1,0,0,1,0,0,0,0,0,8,3,0,0
16344,"zoma, la",0,8,2,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0
16345,89816761j,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16346,es2o135mie5to,0,13,1,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0
16347,massa@noviasteresapalacios.mg,0,29,1,0,0,2,0,0,0,0,0,0,0,0,27,0,0,0
16348,kara-lyn,0,8,1,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0
16349,elda,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16350,c/ agachadilla 81,0,17,3,0,0,1,0,0,2,0,0,1,0,0,12,2,0,0
16351,solosancho,0,10,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
16352,"c/ valladolid 194, 6?b",0,22,4,0,0,3,0,0,3,0,0,1,0,0,12,4,0,0
16353,6336,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16354,"c/ peiscola, 95 3?g",0,19,4,0,0,3,0,0,3,0,0,1,0,0,10,3,0,0
16355,voglis@hiperxxx.au,0,18,1,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0
16356,73034797e,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16357,masahiro,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16358,badosa estruch,0,14,2,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0
16359,villanueva de duero,0,19,3,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0
16360,lupien,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16361,tabanera de cerrato,0,19,3,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0
16362,salillas de jaln,0,16,3,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0
16363,tait,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16364,3sc8r4a8anada,0,13,1,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0
16365,"plaza san miguel 132,",0,21,4,0,0,1,0,0,3,0,0,0,0,0,14,3,0,0
16366,5580,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16367,acrianzada,0,10,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
16368,"omellons, els",0,13,2,0,0,1,0,0,1,0,0,0,0,0,11,0,0,0
16369,"roure, 43, 3?d",0,14,3,0,0,3,0,0,2,0,0,0,0,0,6,3,0,0
16370,"calle benito monfort 60,",0,24,4,0,0,1,0,0,3,0,0,0,0,0,18,2,0,0
16371,sprouse,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16372,d'amico urrea,0,13,2,1,0,1,0,0,1,0,0,0,0,0,11,0,0,0
16373,16370,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16374,orero mallofr,0,13,2,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0
16375,dannies,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16376,"passeig desert 180,",0,19,3,0,0,1,0,0,2,0,0,0,0,0,13,3,0,0
16377,vianney,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16378,correch climent,0,15,2,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0
16379,regazo,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16380,maccoll-stringer@programa-gestion-erp.nr,0,40,1,0,0,5,0,0,0,0,0,3,0,0,35,0,0,0
16381,"avinguda castellot, 116,",0,24,3,0,0,2,0,0,2,0,0,0,0,0,17,3,0,0
16382,pelayos,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16383,"calle valle de salazar, 48,",0,27,5,0,0,2,0,0,4,0,0,0,0,0,19,2,0,0
16384,comba,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16385,32027973j,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16386,husky_hurlic@ropadegolf.sn,0,26,1,0,0,3,0,0,0,0,0,0,0,0,23,0,0,0
16387,magaz de pisuerga,0,17,3,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0
16388,2.59e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16389,cea,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
16390,uvalle urpina,0,13,2,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0
16391,8.70e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16392,2138,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16393,5he1un,0,6,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
16394,15990,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16395,egido s/n,0,9,2,0,0,1,0,0,1,0,0,1,0,0,7,0,0,0
16396,29056,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16397,04607227m,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16398,9.15e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16399,5146,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16400,"calle ducado de neopatria 63, 12-h",0,34,6,0,0,2,0,0,5,0,0,1,0,0,23,4,0,0
16401,baer,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16402,gauchaje,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16403,5.12e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16404,18858,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16405,calle constanti s/n 5?h,0,23,4,0,0,2,0,0,3,0,0,1,0,0,17,1,0,0
16406,tinajas,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16407,charley,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0
16408,bret3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
16409,"espartero, 103, 5-f",0,19,3,0,0,3,0,0,2,0,0,1,0,0,10,4,0,0
16410,miera,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16411,7.70e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16412,antero,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16413,"camio adelfas, 148, 5?g",0,23,4,0,0,3,0,0,3,0,0,0,0,0,13,4,0,0
16414,2isp3n?3io43,0,12,1,0,0,1,0,0,0,0,0,0,0,0,6,5,0,0
16415,ricard,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16416,88356550a,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16417,wostrikoff@hojainformativas.gi,0,30,1,0,0,2,0,0,0,0,0,0,0,0,28,0,0,0
16418,urchins@waikilu.mg,0,18,1,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0
16419,coca de alba,0,12,3,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0
16420,"paseo alameda de osuna 10,",0,26,5,0,0,1,0,0,4,0,0,0,0,0,19,2,0,0
16421,thuong,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16422,drier@hotelesymas.cl,0,20,1,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0
16423,timmons,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16424,"plaa mig de can clos, 122",0,25,6,0,0,1,0,0,5,0,0,0,0,0,16,3,0,0
16425,desans totohuetotzint,0,21,2,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0
16426,3.73e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16427,exigidad,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16428,80,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
16429,thiel,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16430,igzquiza,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16431,anz1@hiperbilbao.fj,0,19,1,0,0,2,0,0,0,0,0,0,0,0,16,1,0,0
16432,20,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
16433,negredo,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16434,"c/ el columpio 13,",0,18,4,0,0,2,0,0,3,0,0,1,0,0,11,2,0,0
16435,ado,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
16436,malacopterigio,0,14,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
16437,6.84e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16438,"once septiembre, 95",0,19,3,0,0,1,0,0,2,0,0,0,0,0,14,2,0,0
16439,montorns de segarra,0,19,3,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0
16440,"c/ bellavista, 70 10h",0,21,4,0,0,2,0,0,3,0,0,1,0,0,12,4,0,0
16441,10960,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16442,jo,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
16443,morlanes funosa,0,15,2,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0
16444,laguna del marquesado,0,21,3,0,0,0,0,0,2,0,0,0,0,0,19,0,0,0
16445,marcanti,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16446,pozal de gallinas,0,17,3,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0
16447,animador!a,0,10,1,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0
16448,"calle andres mellado, 83, 12-d",0,30,5,0,0,3,0,0,4,0,0,1,0,0,19,4,0,0
16449,inamulla,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16450,8033,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16451,walliw,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16452,92283149l,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16453,gilden@gopersonalfitness.ua,0,27,1,0,0,2,0,0,0,0,0,0,0,0,25,0,0,0
16454,c/ cardenal benilloch 171 12?h,0,30,5,0,0,2,0,0,4,0,0,1,0,0,19,5,0,0
16455,doa,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
16456,prucha@comerciosaspe.ps,0,23,1,0,0,2,0,0,0,0,0,0,0,0,21,0,0,0
16457,9580,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16458,toledo,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16459,"c/ juan rabadan 27, 6?a",0,23,5,0,0,3,0,0,4,0,0,1,0,0,13,3,0,0
16460,aisha,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16461,villasandino,0,12,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
16462,zoldou@stainless.tw,0,19,1,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0
16463,92540376z,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16464,patenaud,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16465,adria,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16466,1.42e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16467,warhol@programagestionerp.ai,0,28,1,0,0,2,0,0,0,0,0,0,0,0,26,0,0,0
16468,renny,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16469,wamba,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16470,36384,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16471,puntagorda,0,10,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
16472,3ule1s,0,6,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
16473,hierros 161 10f,0,15,3,0,0,0,0,0,2,0,0,0,0,0,8,5,0,0
16474,perfeccin,0,9,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
16475,brana@housemovie.id,0,19,1,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0
16476,terry@mtos.ar,0,13,1,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0
16477,mera alccer,0,11,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0
16478,c742na79,0,8,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
16479,50236,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16480,vada,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16481,39654869v,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16482,9.43e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16483,nydia,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16484,silcula,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16485,savino,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16486,raphael,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16487,radresa aja,0,11,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0
16488,con10e4t2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0
16489,t16564l,0,7,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0
16490,22373,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16491,3.45e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16492,palls de buran,0,14,3,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0
16493,"dos aceras 119,",0,15,3,0,0,1,0,0,2,0,0,0,0,0,9,3,0,0
16494,lagata,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16495,agn,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
16496,2793,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16497,bruscamente,0,11,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
16498,tinti@21horas.hr,0,16,1,0,0,2,0,0,0,0,0,0,0,0,12,2,0,0
16499,46266,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16500,33529,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16501,hoog,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16502,sant andreu salou,0,17,3,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0
16503,26329,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16504,32170,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16505,"c/jon habana, 111",0,17,3,0,0,2,0,0,2,0,0,1,0,0,10,3,0,0
16506,nadilla,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16507,santiago de la puebla,0,21,4,0,0,0,0,0,3,0,0,0,0,0,18,0,0,0
16508,tebbe,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16509,48600,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16510,63a5et5192,0,10,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0
16511,marlowe,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16512,soldani-godet@informex.ru,0,25,1,0,0,3,0,0,0,0,0,1,0,0,22,0,0,0
16513,menospreciativo,0,15,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
16514,manferidor,0,10,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
16515,"silo 179, 12?b",0,14,3,0,0,2,0,0,2,0,0,0,0,0,5,5,0,0
16516,1.23e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16517,fresno de la vega,0,17,4,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0
16518,arcos,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16519,18339,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16520,pankiw,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16521,aguadulce,0,9,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
16522,pl. emilio simon 28,0,19,4,0,0,1,0,0,3,0,0,0,0,0,13,2,0,0
16523,hargreav,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16524,"calle manzanilla 141,",0,21,3,0,0,1,0,0,2,0,0,0,0,0,15,3,0,0
16525,brownfie,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16526,knyht9@aspirantes.lt,0,20,1,0,0,2,0,0,0,0,0,0,0,0,17,1,0,0
16527,37755,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16528,973,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
16529,piejo,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16530,lester_muenster@erasmusrooms.org,0,32,1,0,0,3,0,0,0,0,0,0,0,0,29,0,0,0
16531,ubaldino,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16532,3st59et982,0,10,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0
16533,46225556h,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16534,desafinar,0,9,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
16535,poboleda,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16536,41484237b,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16537,van_bake,0,8,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0
16538,desolladamen-te,0,15,1,0,0,1,0,0,0,0,0,1,0,0,14,0,0,0
16539,yern,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16540,eflujo,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16541,navas de san juan,0,17,4,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0
16542,co5r5525e,0,9,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0
16543,17403,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16544,7553,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16545,santaniello_tabernero@enfuerteventura.com.ni,0,44,1,0,0,4,0,0,0,0,0,0,0,0,40,0,0,0
16546,78608268h,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16547,vicari joan catany 123 1?c,0,26,5,0,0,1,0,0,4,0,0,0,0,0,17,4,0,0
16548,clorosis,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16549,zulmara,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16550,16707,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16551,raian,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16552,9224,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16553,alfafara,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16554,172,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
16555,enanzar,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16556,02ap36o5473,0,11,1,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0
16557,63482988k,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16558,stefana1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
16559,8.71e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16560,73502486y,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16561,18540,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16562,60928646j,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16563,6554,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16564,mataronesa,0,10,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
16565,plumero,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16566,rupp@djbroadcast.gov,0,20,1,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0
16567,jengibre,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16568,"c/ valdepalitos 155, 5-a",0,24,4,0,0,3,0,0,3,0,0,2,0,0,14,4,0,0
16569,2ariosamente,0,12,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0
16570,vila kusanovic,0,14,2,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0
16571,nooshin,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16572,3.30e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16573,a8o8decer,0,9,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0
16574,tarpey@bwds.ne,0,14,1,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0
16575,5.59e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16576,gaja,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16577,22440,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16578,"c/ cangas del narcea, 97, 12?e",0,30,6,0,0,4,0,0,5,0,0,1,0,0,17,4,0,0
16579,4.96e+14,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16580,8409,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16581,32621,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16582,gwohsing,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16583,49626,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16584,"c/ geranio, 65",0,14,3,0,0,2,0,0,2,0,0,1,0,0,8,2,0,0
16585,46726,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16586,aldea del cano,0,14,3,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0
16587,homero,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16588,saciedad,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16589,7164,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16590,38623329g,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16591,espa7t4ro,0,9,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0
16592,"xiprer 61, 2-a",0,14,3,0,0,2,0,0,2,0,0,1,0,0,7,3,0,0
16593,schwuchow9@viajessolomujeres.bj,0,31,1,0,0,2,0,0,0,0,0,0,0,0,28,1,0,0
16594,santa maria de corc,0,19,4,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0
16595,jamaal,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16596,mccowen@esencialser.mn,0,22,1,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0
16597,rastrilladora,0,13,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
16598,macinnes,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16599,kit,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
16600,cr48e24n,0,8,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
16601,7387,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16602,keer,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16603,crespo bullones,0,15,2,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0
16604,corazones 168,0,13,2,0,0,0,0,0,1,0,0,0,0,0,9,3,0,0
16605,vaillant altimir,0,16,2,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0
16606,"calle mayor, s/n 11h",0,20,4,0,0,2,0,0,3,0,0,1,0,0,13,2,0,0
16607,8534,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16608,18995930t,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16609,pegler,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16610,lerumeur@phd-photodecor.sj,0,26,1,0,0,3,0,0,0,0,0,1,0,0,23,0,0,0
16611,monsalve almada,0,15,2,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0
16612,"fernandez latorre 14,",0,21,3,0,0,1,0,0,2,0,0,0,0,0,16,2,0,0
16613,c4nt0rn,0,7,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0
16614,zein,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16615,termmetro,0,9,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
16616,"c/ ereta, 104,",0,14,3,0,0,3,0,0,2,0,0,1,0,0,6,3,0,0
16617,sitiwet-chagas@creacionesacampada.travel,0,40,1,0,0,3,0,0,0,0,0,1,0,0,37,0,0,0
16618,3525,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16619,"romana, la",0,10,2,0,0,1,0,0,1,0,0,0,0,0,8,0,0,0
16620,alysia,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16621,1084,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16622,pelle1@906.com.aq,0,17,1,0,0,3,0,0,0,0,0,0,0,0,10,4,0,0
16623,1.77e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16624,calle juan agui 97 9-e,0,22,5,0,0,1,0,0,4,0,0,1,0,0,14,3,0,0
16625,26562587w,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
